Date,Time,Carrier,X_Pos,Y_Pos,Data1,Data2,H_Avg,I_Avg,J_L,K_a,L_b,M_L,N_a,O_b
2020-11-20,19:51:54,19,1320,1010,10,0,4.9574,0.9476,24.23,1.75,-3.2,98.28,-0.26,0.56
2020-11-20,19:51:59,19,1320,1205,12,2,4.977,0.9435,24.23,1.87,-3.79,98.12,-0.27,0.61
2020-11-20,19:53:06,14,1320,165,2,0,4.9997,0.9478,24.23,1.87,-3.99,98.3,-0.26,0.63
2020-11-20,19:53:16,14,1320,590,6,0,4.9919,0.9477,24.23,1.86,-3.72,98.29,-0.25,0.59
2020-11-20,19:53:25,14,1320,1010,10,0,4.9588,0.9477,24.2,1.78,-3.27,98.28,-0.24,0.54
2020-11-20,19:53:29,14,1320,1205,12,2,4.987,0.9472,24.2,1.92,-3.86,98.27,-0.27,0.63
2020-11-20,19:54:36,40,1320,165,2,0,4.9838,0.9479,24.21,1.83,-3.66,98.3,-0.26,0.59
2020-11-20,19:54:45,40,1320,590,6,0,4.9758,0.9478,24.2,1.81,-3.48,98.29,-0.26,0.58
2020-11-20,19:54:54,40,1320,1010,10,0,4.9582,0.9478,24.24,1.69,-2.97,98.28,-0.24,0.5
2020-11-20,19:54:59,40,1320,1205,12,2,4.9861,0.9473,24.23,1.83,-3.52,98.27,-0.27,0.59
2020-11-20,19:56:05,27,1320,165,2,0,4.9864,0.9479,24.22,1.83,-3.85,98.3,-0.27,0.62
2020-11-20,19:56:14,27,1320,590,6,0,4.9877,0.9478,24.21,1.85,-3.68,98.3,-0.28,0.61
2020-11-20,19:56:23,27,1320,1010,10,0,4.9678,0.9478,24.19,1.81,-3.26,98.29,-0.26,0.53
2020-11-20,19:56:28,27,1320,1205,12,2,4.9873,0.9476,24.2,1.89,-3.76,98.29,-0.27,0.61
2020-11-20,19:57:35,26,1320,165,2,0,4.9829,0.9479,24.22,1.76,-3.65,98.3,-0.26,0.6
2020-11-20,19:57:44,26,1320,590,6,0,4.9909,0.9477,24.22,1.82,-3.5,98.29,-0.27,0.59
2020-11-20,19:57:53,26,1320,1010,10,0,4.9678,0.9477,24.23,1.7,-3.02,98.28,-0.25,0.52
2020-11-20,19:57:57,26,1320,1205,12,2,5.0003,0.9473,24.22,1.85,-3.58,98.28,-0.27,0.58
2020-11-20,19:59:05,18,1320,165,2,0,4.9878,0.9478,24.24,1.83,-3.91,98.29,-0.26,0.62
2020-11-20,19:59:14,18,1320,590,6,0,4.9977,0.9477,24.23,1.87,-3.72,98.29,-0.25,0.59
2020-11-20,19:59:23,18,1320,1010,10,0,4.9691,0.9477,24.2,1.82,-3.34,98.28,-0.26,0.55
2020-11-20,19:59:27,18,1320,1205,12,2,4.9992,0.9473,24.2,1.95,-3.88,98.28,-0.27,0.63
2020-11-20,20:00:35,7,1320,165,2,0,4.9979,0.9477,24.24,1.84,-3.94,98.29,-0.26,0.65
2020-11-20,20:00:44,7,1320,590,6,0,4.9829,0.9476,24.19,1.89,-3.75,98.29,-0.27,0.63
2020-11-20,20:00:52,7,1320,1010,10,0,4.9564,0.9477,24.2,1.77,-3.23,98.28,-0.25,0.56
2020-11-20,20:00:57,7,1320,1205,12,2,4.9987,0.9472,24.25,1.89,-3.79,98.27,-0.27,0.64
2020-11-20,20:02:05,13,1320,165,2,0,4.996,0.9478,24.27,1.85,-4.05,98.29,-0.26,0.64
2020-11-20,20:02:14,13,1320,590,6,0,4.9979,0.9477,24.21,1.95,-3.91,98.29,-0.27,0.61
2020-11-20,20:02:23,13,1320,1010,10,0,4.9835,0.9476,24.2,1.88,-3.49,98.29,-0.26,0.56
2020-11-20,20:02:27,13,1320,1205,12,2,5.0214,0.9473,24.25,1.96,-3.97,98.28,-0.27,0.61
2020-11-20,20:03:34,35,1320,165,2,0,5.0162,0.9477,24.25,1.9,-4.16,98.3,-0.27,0.66
2020-11-20,20:03:43,35,1320,590,6,0,5.0163,0.9475,24.26,1.9,-3.93,98.29,-0.27,0.63
2020-11-20,20:03:52,35,1320,1010,10,0,4.9809,0.9476,24.23,1.84,-3.52,98.28,-0.25,0.57
2020-11-20,20:03:56,35,1320,1205,12,2,5.0022,0.9472,24.21,1.96,-4.05,98.28,-0.27,0.66
2020-11-20,20:05:04,32,1320,165,2,0,5.0049,0.9477,24.28,1.81,-3.9,98.29,-0.26,0.63
2020-11-20,20:05:13,32,1320,590,6,0,4.9886,0.9477,24.2,1.88,-3.77,98.29,-0.27,0.61
2020-11-20,20:05:22,32,1320,1010,10,0,4.9714,0.9477,24.23,1.76,-3.24,98.28,-0.25,0.53
2020-11-20,20:05:27,32,1320,1205,12,2,5.008,0.9472,24.24,1.91,-3.81,98.27,-0.27,0.61
2020-11-20,20:06:34,31,1320,165,2,0,5.0105,0.9475,24.27,1.85,-4,98.29,-0.27,0.67
2020-11-20,20:06:43,31,1320,590,6,0,5.0071,0.9474,24.25,1.89,-3.86,98.28,-0.28,0.64
2020-11-20,20:06:52,31,1320,1010,10,0,4.9757,0.9475,24.23,1.81,-3.4,98.28,-0.26,0.58
2020-11-20,20:06:56,31,1320,1205,12,2,5.004,0.9473,24.24,1.92,-3.94,98.27,-0.27,0.64
2020-11-20,20:08:03,43,1320,165,2,0,4.9929,0.9478,24.24,1.82,-3.7,98.29,-0.25,0.59
2020-11-20,20:08:12,43,1320,590,6,0,5.0052,0.9476,24.24,1.86,-3.57,98.29,-0.26,0.58
2020-11-20,20:08:21,43,1320,1010,10,0,4.9783,0.9477,24.24,1.79,-3.16,98.28,-0.25,0.52
2020-11-20,20:08:26,43,1320,1205,12,2,4.9985,0.9474,24.25,1.89,-3.69,98.28,-0.27,0.6
2020-11-20,20:09:33,8,1320,165,2,0,5.0052,0.9476,24.25,1.83,-3.96,98.29,-0.26,0.63
2020-11-20,20:09:42,8,1320,590,6,0,5.0109,0.9475,24.23,1.88,-3.84,98.29,-0.26,0.62
2020-11-20,20:09:51,8,1320,1010,10,0,4.9925,0.9474,24.22,1.82,-3.39,98.28,-0.26,0.57
2020-11-20,20:09:56,8,1320,1205,12,2,5.0188,0.9471,24.23,1.93,-3.91,98.28,-0.27,0.62
2020-11-20,20:11:02,37,1320,165,2,0,4.992,0.9478,24.23,1.83,-3.71,98.3,-0.25,0.59
2020-11-20,20:11:12,37,1320,590,6,0,4.9826,0.9479,24.19,1.87,-3.57,98.3,-0.26,0.57
2020-11-20,20:11:21,37,1320,1010,10,0,4.9726,0.9477,24.23,1.79,-3.18,98.28,-0.25,0.53
2020-11-20,20:11:25,37,1320,1205,12,2,4.9958,0.9475,24.23,1.91,-3.71,98.28,-0.26,0.59
2020-11-20,20:12:32,10,1320,165,2,0,4.9923,0.9478,24.25,1.8,-3.79,98.29,-0.25,0.61
2020-11-20,20:12:41,10,1320,590,6,0,4.995,0.9477,24.24,1.83,-3.64,98.29,-0.26,0.59
2020-11-20,20:12:51,10,1320,1010,10,0,4.9628,0.9478,24.21,1.76,-3.22,98.28,-0.25,0.53
2020-11-20,20:12:55,10,1320,1205,12,2,4.99,0.9474,24.2,1.9,-3.79,98.28,-0.27,0.61
2020-11-20,20:14:02,2,1320,165,2,0,4.9892,0.9478,24.25,1.79,-3.83,98.29,-0.25,0.62
2020-11-20,20:14:11,2,1320,590,6,0,4.9824,0.9479,24.2,1.86,-3.73,98.3,-0.26,0.6
2020-11-20,20:14:20,2,1320,1010,10,0,4.9678,0.9478,24.2,1.81,-3.32,98.29,-0.25,0.53
2020-11-20,20:14:25,2,1320,1205,12,2,4.9916,0.9474,24.21,1.9,-3.85,98.28,-0.26,0.63
2020-11-20,20:15:31,63,1320,165,2,0,4.9869,0.9478,24.23,1.77,-3.57,98.29,-0.25,0.59
2020-11-20,20:15:40,63,1320,590,6,0,4.9979,0.9476,24.22,1.83,-3.46,98.29,-0.26,0.57
2020-11-20,20:15:49,63,1320,1010,10,0,4.9761,0.9479,24.26,1.74,-3.09,98.28,-0.24,0.49
2020-11-20,20:15:54,63,1320,1205,12,2,4.9968,0.9474,24.25,1.85,-3.59,98.28,-0.26,0.57
2020-11-20,20:17:00,3,1320,165,2,0,4.9758,0.9479,24.22,1.72,-3.51,98.3,-0.24,0.58
2020-11-20,20:17:09,3,1320,590,6,0,4.9898,0.9479,24.21,1.76,-3.39,98.3,-0.24,0.54
2020-11-20,20:17:18,3,1320,1010,10,0,4.9733,0.9477,24.24,1.68,-3,98.28,-0.22,0.49
2020-11-20,20:17:23,3,1320,1205,12,2,4.9971,0.9475,24.23,1.8,-3.54,98.28,-0.25,0.57
2020-11-20,20:18:31,12,1320,165,2,0,4.9621,0.948,24.19,1.77,-3.53,98.3,-0.25,0.59
2020-11-20,20:18:40,12,1320,590,6,0,4.9557,0.9481,24.21,1.73,-3.3,98.3,-0.24,0.55
2020-11-20,20:18:49,12,1320,1010,10,0,4.9433,0.9481,24.24,1.65,-2.87,98.28,-0.23,0.47
2020-11-20,20:18:53,12,1320,1205,12,2,4.9667,0.9478,24.19,1.82,-3.46,98.29,-0.24,0.55
2020-11-20,20:20:01,33,1320,165,2,0,4.9871,0.948,24.25,1.75,-3.63,98.3,-0.25,0.58
2020-11-20,20:20:10,33,1320,590,6,0,4.9805,0.9478,24.24,1.75,-3.4,98.29,-0.25,0.58
2020-11-20,20:20:19,33,1320,1010,10,0,4.971,0.9477,24.23,1.72,-3.06,98.28,-0.25,0.52
2020-11-20,20:20:23,33,1320,1205,12,2,4.9907,0.9475,24.23,1.84,-3.58,98.28,-0.27,0.61
2020-11-20,20:21:30,19,1320,165,2,0,4.9809,0.9479,24.22,1.78,-3.67,98.3,-0.26,0.6
2020-11-20,20:21:40,19,1320,590,6,0,4.9962,0.9477,24.23,1.84,-3.56,98.29,-0.26,0.57
2020-11-20,20:21:49,19,1320,1010,10,0,4.9644,0.9477,24.23,1.77,-3.17,98.28,-0.26,0.53
2020-11-20,20:21:53,19,1320,1205,12,2,4.9724,0.9472,24.21,1.86,-3.69,98.27,-0.27,0.6
2020-11-20,20:23:00,14,1320,165,2,0,4.9788,0.948,24.22,1.77,-3.69,98.3,-0.25,0.59
2020-11-20,20:23:09,14,1320,590,6,0,4.9778,0.9479,24.23,1.76,-3.49,98.29,-0.25,0.56
2020-11-20,20:23:18,14,1320,1010,10,0,4.959,0.9478,24.23,1.7,-3.08,98.28,-0.24,0.5
2020-11-20,20:23:23,14,1320,1205,12,2,4.9815,0.9476,24.22,1.83,-3.62,98.28,-0.26,0.59
2020-11-20,20:24:30,40,1320,165,2,0,4.9675,0.948,24.2,1.75,-3.43,98.3,-0.25,0.57
2020-11-20,20:24:39,40,1320,590,6,0,4.9675,0.948,24.2,1.73,-3.21,98.3,-0.25,0.54
2020-11-20,20:24:48,40,1320,1010,10,0,4.9538,0.9478,24.25,1.64,-2.79,98.28,-0.23,0.48
2020-11-20,20:24:53,40,1320,1205,12,2,4.9733,0.9476,24.25,1.74,-3.3,98.28,-0.25,0.56
2020-11-20,20:26:00,27,1320,165,2,0,4.9591,0.9481,24.22,1.71,-3.56,98.3,-0.25,0.58
2020-11-20,20:26:09,27,1320,590,6,0,4.9786,0.9478,24.25,1.74,-3.38,98.29,-0.25,0.56
2020-11-20,20:26:18,27,1320,1010,10,0,4.9558,0.9478,24.23,1.67,-3,98.28,-0.24,0.52
2020-11-20,20:26:23,27,1320,1205,12,2,4.9792,0.9474,24.22,1.79,-3.51,98.28,-0.25,0.59
2020-11-20,20:27:28,26,1320,165,2,0,4.9912,0.9478,24.24,1.79,-3.66,98.29,-0.24,0.59
2020-11-20,20:27:37,26,1320,590,6,0,4.9821,0.9479,24.22,1.8,-3.48,98.29,-0.25,0.57
2020-11-20,20:27:46,26,1320,1010,10,0,4.9773,0.9476,24.25,1.72,-3.02,98.28,-0.24,0.51
2020-11-20,20:27:51,26,1320,1205,12,2,4.9948,0.9475,24.22,1.84,-3.55,98.28,-0.26,0.56
2020-11-20,20:28:58,18,1320,165,2,0,4.9643,0.948,24.23,1.71,-3.54,98.29,-0.24,0.58
2020-11-20,20:29:07,18,1320,590,6,0,4.9537,0.9481,24.23,1.72,-3.39,98.29,-0.24,0.55
2020-11-20,20:29:16,18,1320,1010,10,0,4.9557,0.9479,24.22,1.72,-3.04,98.28,-0.24,0.5
2020-11-20,20:29:21,18,1320,1205,12,2,4.9922,0.9475,24.23,1.83,-3.55,98.28,-0.25,0.57
2020-11-20,20:30:28,7,1320,165,2,0,4.9684,0.948,24.22,1.77,-3.73,98.3,-0.25,0.6
2020-11-20,20:30:37,7,1320,590,6,0,4.9777,0.9479,24.22,1.8,-3.55,98.29,-0.26,0.58
2020-11-20,20:30:46,7,1320,1010,10,0,4.9681,0.9477,24.24,1.72,-3.1,98.28,-0.25,0.52
2020-11-20,20:30:50,7,1320,1205,12,2,4.9897,0.9475,24.22,1.87,-3.66,98.28,-0.26,0.59
2020-11-20,20:31:58,13,1320,165,2,0,4.9908,0.9479,24.25,1.82,-3.85,98.3,-0.26,0.61
2020-11-20,20:32:07,13,1320,590,6,0,4.9878,0.9478,24.25,1.82,-3.64,98.29,-0.26,0.59
2020-11-20,20:32:16,13,1320,1010,10,0,4.9826,0.9476,24.23,1.8,-3.26,98.28,-0.26,0.54
2020-11-20,20:32:20,13,1320,1205,12,2,5.0084,0.9472,24.24,1.92,-3.78,98.28,-0.27,0.61
2020-11-20,20:33:28,35,1320,165,2,0,4.991,0.9479,24.24,1.81,-3.83,98.3,-0.25,0.62
2020-11-20,20:33:37,35,1320,590,6,0,4.9802,0.9478,24.23,1.82,-3.65,98.29,-0.26,0.59
2020-11-20,20:33:46,35,1320,1010,10,0,4.967,0.9477,24.22,1.79,-3.32,98.28,-0.25,0.54
2020-11-20,20:33:50,35,1320,1205,12,2,4.9924,0.9474,24.21,1.91,-3.84,98.28,-0.26,0.62
2020-11-20,20:34:57,32,1320,165,2,0,4.986,0.9477,24.23,1.8,-3.84,98.29,-0.26,0.63
2020-11-20,20:35:06,32,1320,590,6,0,4.9808,0.9477,24.23,1.83,-3.64,98.29,-0.25,0.58
2020-11-20,20:35:15,32,1320,1010,10,0,4.9708,0.9477,24.24,1.76,-3.23,98.28,-0.25,0.54
2020-11-20,20:35:20,32,1320,1205,12,2,5.0005,0.947,24.26,1.89,-3.79,98.26,-0.26,0.6
2020-11-20,20:36:27,31,1320,165,2,0,4.9783,0.948,24.22,1.81,-3.83,98.3,-0.25,0.62
2020-11-20,20:36:37,31,1320,590,6,0,4.9648,0.948,24.21,1.8,-3.64,98.3,-0.25,0.59
2020-11-20,20:36:45,31,1320,1010,10,0,4.9754,0.9478,24.24,1.77,-3.25,98.28,-0.25,0.53
2020-11-20,20:36:50,31,1320,1205,12,2,5.006,0.9472,24.25,1.89,-3.77,98.28,-0.27,0.62
2020-11-20,20:37:57,43,1320,165,2,0,4.9896,0.9478,24.23,1.76,-3.52,98.29,-0.25,0.59
2020-11-20,20:38:06,43,1320,590,6,0,4.9725,0.9479,24.21,1.75,-3.29,98.29,-0.25,0.55
2020-11-20,20:38:15,43,1320,1010,10,0,4.9466,0.9479,24.23,1.66,-2.88,98.28,-0.23,0.48
2020-11-20,20:38:19,43,1320,1205,12,2,4.9658,0.9476,24.2,1.81,-3.48,98.28,-0.25,0.57
2020-11-20,20:39:26,8,1320,165,2,0,4.9907,0.9478,24.25,1.65,-3.59,98.29,-0.23,0.58
2020-11-20,20:39:36,8,1320,590,6,0,5.0053,0.9476,24.26,1.69,-3.46,98.29,-0.24,0.57
2020-11-20,20:39:45,8,1320,1010,10,0,4.9702,0.9477,24.25,1.57,-2.99,98.28,-0.22,0.5
2020-11-20,20:39:49,8,1320,1205,12,2,5.0039,0.9473,24.25,1.7,-3.52,98.27,-0.24,0.58
2020-11-20,20:45:25,63,1320,165,2,0,4.9694,0.948,24.2,1.62,-3.23,98.3,-0.22,0.54
2020-11-20,20:45:34,63,1320,590,6,0,4.9714,0.9478,24.22,1.59,-2.99,98.29,-0.23,0.52
2020-11-20,20:45:43,63,1320,1010,10,0,4.9337,0.948,24.25,1.47,-2.57,98.28,-0.22,0.46
2020-11-20,20:45:47,63,1320,1205,12,2,4.9597,0.9477,24.25,1.58,-3.07,98.28,-0.24,0.53
2020-11-20,20:46:54,3,1320,165,2,0,4.9899,0.9478,24.23,1.58,-3.25,98.3,-0.24,0.56
2020-11-20,20:47:03,3,1320,590,6,0,4.9785,0.9479,24.22,1.56,-3.03,98.29,-0.23,0.52
2020-11-20,20:47:12,3,1320,1010,10,0,4.9719,0.9477,24.23,1.5,-2.68,98.28,-0.23,0.48
2020-11-20,20:47:16,3,1320,1205,12,2,5.0109,0.9466,24.25,1.65,-3.19,98.25,-0.23,0.53
2020-11-20,20:54:23,40,1320,165,2,0,4.9674,0.9479,24.22,1.66,-3.3,98.29,-0.24,0.57
2020-11-20,20:54:32,40,1320,590,6,0,4.9698,0.9478,24.23,1.61,-3.01,98.29,-0.23,0.52
2020-11-20,20:54:41,40,1320,1010,10,0,4.9528,0.9478,24.25,1.55,-2.65,98.28,-0.22,0.48
2020-11-20,20:54:46,40,1320,1205,12,2,4.99,0.9474,24.26,1.68,-3.17,98.27,-0.24,0.54
2020-11-20,20:55:53,27,1320,165,2,0,4.9534,0.9481,24.24,1.68,-3.59,98.29,-0.23,0.59
2020-11-20,20:56:02,27,1320,590,6,0,4.9697,0.9478,24.22,1.74,-3.41,98.29,-0.25,0.57
2020-11-20,20:56:11,27,1320,1010,10,0,4.9666,0.9476,24.24,1.68,-3.02,98.28,-0.25,0.51
2020-11-20,20:56:15,27,1320,1205,12,2,4.9891,0.9474,24.24,1.79,-3.56,98.27,-0.25,0.58
2020-11-20,20:57:22,26,1320,165,2,0,4.9865,0.9478,24.23,1.79,-3.77,98.3,-0.26,0.63
2020-11-20,20:57:31,26,1320,590,6,0,4.9925,0.9477,24.24,1.8,-3.57,98.29,-0.25,0.57
2020-11-20,20:57:40,26,1320,1010,10,0,4.9749,0.9476,24.24,1.71,-3.1,98.28,-0.25,0.52
2020-11-20,20:57:44,26,1320,1205,12,2,5.0004,0.9473,24.24,1.83,-3.62,98.28,-0.26,0.59
2020-11-20,20:58:52,18,1320,165,2,0,4.972,0.948,24.25,1.72,-3.66,98.29,-0.24,0.59
2020-11-20,20:59:01,18,1320,590,6,0,4.9808,0.9479,24.24,1.78,-3.54,98.29,-0.25,0.56
2020-11-20,20:59:10,18,1320,1010,10,0,4.9661,0.9478,24.2,1.76,-3.17,98.28,-0.24,0.52
2020-11-20,20:59:14,18,1320,1205,12,2,4.99,0.9475,24.2,1.87,-3.69,98.28,-0.26,0.59
2020-11-20,21:00:22,7,1320,165,2,0,4.9711,0.9479,24.25,1.71,-3.69,98.29,-0.25,0.61
2020-11-20,21:00:31,7,1320,590,6,0,4.974,0.9479,24.22,1.79,-3.58,98.29,-0.25,0.58
2020-11-20,21:00:40,7,1320,1010,10,0,4.9705,0.9477,24.25,1.71,-3.13,98.28,-0.24,0.52
2020-11-20,21:00:44,7,1320,1205,12,2,4.9858,0.9475,24.22,1.84,-3.71,98.28,-0.25,0.58
2020-11-20,21:01:52,13,1320,165,2,0,5.0169,0.9476,24.28,1.85,-3.94,98.29,-0.26,0.63
2020-11-20,21:02:01,13,1320,590,6,0,5,0.9476,24.21,1.9,-3.76,98.29,-0.27,0.61
2020-11-20,21:02:10,13,1320,1010,10,0,4.9946,0.9473,24.23,1.82,-3.32,98.28,-0.26,0.56
2020-11-20,21:02:14,13,1320,1205,12,2,5.0153,0.9471,24.22,1.95,-3.87,98.28,-0.27,0.61
2020-11-20,21:03:22,35,1320,165,2,0,5.0149,0.9475,24.27,1.82,-3.95,98.29,-0.26,0.64
2020-11-20,21:03:31,35,1320,590,6,0,5.0051,0.9476,24.25,1.85,-3.77,98.29,-0.26,0.61
2020-11-20,21:03:40,35,1320,1010,10,0,4.9551,0.9478,24.19,1.77,-3.33,98.28,-0.25,0.55
2020-11-20,21:03:44,35,1320,1205,12,2,4.9956,0.947,24.25,1.87,-3.85,98.26,-0.26,0.62
2020-11-20,21:04:51,32,1320,165,2,0,5.0019,0.9477,24.25,1.83,-3.95,98.29,-0.26,0.63
2020-11-20,21:05:00,32,1320,590,6,0,4.999,0.9475,24.24,1.85,-3.73,98.29,-0.26,0.61
2020-11-20,21:05:09,32,1320,1010,10,0,4.9681,0.9476,24.19,1.8,-3.34,98.28,-0.25,0.55
2020-11-20,21:05:13,32,1320,1205,12,2,5.0058,0.9472,24.24,1.9,-3.88,98.27,-0.26,0.63
2020-11-20,21:06:21,31,1320,165,2,0,4.9942,0.9478,24.24,1.84,-4.03,98.29,-0.26,0.64
2020-11-20,21:06:31,31,1320,590,6,0,4.9874,0.9477,24.22,1.86,-3.84,98.29,-0.27,0.62
2020-11-20,21:06:40,31,1320,1010,10,0,4.9859,0.9475,24.24,1.8,-3.41,98.28,-0.26,0.58
2020-11-20,21:06:45,31,1320,1205,12,2,5.0135,0.9473,24.25,1.92,-3.94,98.28,-0.27,0.64
2020-11-20,21:07:51,43,1320,165,2,0,4.994,0.9479,24.23,1.83,-3.68,98.3,-0.25,0.59
2020-11-20,21:08:00,43,1320,590,6,0,4.9936,0.9476,24.22,1.83,-3.47,98.29,-0.26,0.57
2020-11-20,21:08:09,43,1320,1010,10,0,4.9759,0.9476,24.25,1.75,-3.06,98.28,-0.25,0.51
2020-11-20,21:08:13,43,1320,1205,12,2,4.9856,0.9473,24.2,1.88,-3.6,98.28,-0.26,0.58
2020-11-20,21:09:20,8,1320,165,2,0,5.0225,0.9476,24.29,1.84,-3.96,98.29,-0.26,0.63
2020-11-20,21:09:29,8,1320,590,6,0,5.0095,0.9477,24.23,1.89,-3.79,98.3,-0.27,0.6
2020-11-20,21:09:38,8,1320,1010,10,0,4.9807,0.9477,24.22,1.8,-3.35,98.29,-0.25,0.54
2020-11-20,21:09:42,8,1320,1205,12,2,5.0101,0.9472,24.22,1.91,-3.84,98.28,-0.26,0.6
2020-11-20,21:10:50,37,1320,165,2,0,4.965,0.9481,24.23,1.71,-3.57,98.29,-0.24,0.58
2020-11-20,21:10:59,37,1320,590,6,0,4.9869,0.9478,24.23,1.76,-3.43,98.29,-0.26,0.56
2020-11-20,21:11:07,37,1320,1010,10,0,4.974,0.9478,24.23,1.74,-3.08,98.28,-0.24,0.51
2020-11-20,21:11:12,37,1320,1205,12,2,5.0017,0.9474,24.25,1.83,-3.57,98.28,-0.26,0.58
2020-11-20,21:12:20,10,1320,165,2,0,4.9874,0.9476,24.24,1.79,-3.77,98.29,-0.26,0.63
2020-11-20,21:12:29,10,1320,590,6,0,4.9908,0.9475,24.23,1.83,-3.59,98.28,-0.26,0.6
2020-11-20,21:12:38,10,1320,1010,10,0,4.9675,0.9475,24.21,1.77,-3.21,98.28,-0.26,0.57
2020-11-20,21:12:42,10,1320,1205,12,2,4.987,0.9472,24.2,1.88,-3.71,98.27,-0.27,0.63
2020-11-20,21:13:50,2,1320,165,2,0,4.9817,0.9479,24.24,1.79,-3.86,98.3,-0.25,0.61
2020-11-20,21:13:59,2,1320,590,6,0,4.9726,0.9479,24.22,1.82,-3.73,98.29,-0.26,0.61
2020-11-20,21:14:08,2,1320,1010,10,0,4.9511,0.9477,24.23,1.71,-3.23,98.28,-0.24,0.54
2020-11-20,21:14:13,2,1320,1205,12,2,4.9826,0.9475,24.22,1.87,-3.85,98.28,-0.26,0.61
2020-11-20,21:15:19,63,1320,165,2,0,4.9752,0.948,24.21,1.76,-3.58,98.3,-0.25,0.58
2020-11-20,21:15:28,63,1320,590,6,0,4.977,0.9478,24.2,1.78,-3.38,98.29,-0.25,0.57
2020-11-20,21:15:37,63,1320,1010,10,0,4.9533,0.9478,24.22,1.69,-2.98,98.28,-0.25,0.51
2020-11-20,21:15:41,63,1320,1205,12,2,4.965,0.9477,24.2,1.83,-3.55,98.28,-0.25,0.57
2020-11-20,21:16:47,3,1320,165,2,0,4.972,0.9479,24.24,1.66,-3.51,98.29,-0.23,0.57
2020-11-20,21:16:57,3,1320,590,6,0,4.9771,0.9478,24.19,1.75,-3.4,98.29,-0.25,0.56
2020-11-20,21:17:06,3,1320,1010,10,0,4.9581,0.9478,24.21,1.66,-2.97,98.28,-0.24,0.5
2020-11-20,21:17:10,3,1320,1205,12,2,4.9826,0.9476,24.2,1.79,-3.53,98.29,-0.26,0.58
2020-11-20,21:18:19,12,1320,165,2,0,4.9461,0.9482,24.22,1.67,-3.37,98.29,-0.24,0.56
2020-11-20,21:18:28,12,1320,590,6,0,4.9491,0.948,24.21,1.69,-3.18,98.29,-0.24,0.53
2020-11-20,21:18:37,12,1320,1010,10,0,4.9537,0.9478,24.24,1.66,-2.85,98.28,-0.24,0.5
2020-11-20,21:18:41,12,1320,1205,12,2,4.9913,0.9473,24.25,1.78,-3.37,98.27,-0.25,0.56
2020-11-20,21:19:48,33,1320,165,2,0,4.9849,0.948,24.23,1.74,-3.59,98.3,-0.24,0.56
2020-11-20,21:19:57,33,1320,590,6,0,4.9764,0.948,24.22,1.72,-3.35,98.3,-0.25,0.54
2020-11-20,21:20:06,33,1320,1010,10,0,4.9424,0.9481,24.21,1.64,-2.92,98.29,-0.24,0.49
2020-11-20,21:20:11,33,1320,1205,12,2,4.9687,0.9477,24.2,1.78,-3.5,98.28,-0.24,0.55
2020-11-20,21:21:18,19,1320,165,2,0,4.9699,0.948,24.24,1.72,-3.58,98.3,-0.25,0.58
2020-11-20,21:21:27,19,1320,590,6,0,4.965,0.948,24.21,1.74,-3.4,98.3,-0.25,0.56
2020-11-20,21:21:36,19,1320,1010,10,0,4.937,0.9481,24.26,1.62,-2.96,98.28,-0.23,0.49
2020-11-20,21:21:40,19,1320,1205,12,2,4.963,0.9475,24.24,1.75,-3.48,98.27,-0.25,0.57
2020-11-20,21:22:48,14,1320,165,2,0,4.9815,0.9479,24.24,1.75,-3.79,98.29,-0.25,0.61
2020-11-20,21:22:57,14,1320,590,6,0,4.9784,0.9478,24.23,1.78,-3.63,98.29,-0.25,0.58
2020-11-20,21:23:06,14,1320,1010,10,0,4.9495,0.9479,24.21,1.69,-3.14,98.28,-0.24,0.52
2020-11-20,21:23:10,14,1320,1205,12,2,4.9885,0.9475,24.26,1.82,-3.73,98.28,-0.25,0.59
2020-11-20,21:24:16,40,1320,165,2,0,4.962,0.9482,24.21,1.72,-3.44,98.3,-0.24,0.55
2020-11-20,21:24:26,40,1320,590,6,0,4.9559,0.9481,24.21,1.68,-3.21,98.3,-0.24,0.53
2020-11-20,21:24:35,40,1320,1010,10,0,4.9368,0.948,24.22,1.61,-2.75,98.28,-0.23,0.48
2020-11-20,21:24:39,40,1320,1205,12,2,4.9583,0.9477,24.2,1.75,-3.3,98.28,-0.25,0.54
2020-11-20,21:25:47,27,1320,165,2,0,4.9695,0.9482,24.24,1.71,-3.57,98.3,-0.24,0.58
2020-11-20,21:25:56,27,1320,590,6,0,4.9629,0.9481,24.22,1.71,-3.37,98.3,-0.24,0.54
2020-11-20,21:26:05,27,1320,1010,10,0,4.9428,0.948,24.24,1.61,-2.89,98.28,-0.23,0.5
2020-11-20,21:26:09,27,1320,1205,12,2,4.9718,0.9477,24.26,1.73,-3.45,98.28,-0.25,0.57
2020-11-20,21:27:16,26,1320,165,2,0,4.9785,0.9479,24.21,1.78,-3.66,98.29,-0.25,0.59
2020-11-20,21:27:25,26,1320,590,6,0,4.9762,0.9479,24.24,1.74,-3.42,98.29,-0.25,0.55
2020-11-20,21:27:34,26,1320,1010,10,0,4.958,0.9477,24.23,1.68,-2.97,98.28,-0.24,0.5
2020-11-20,21:27:39,26,1320,1205,12,2,4.9789,0.9475,24.21,1.81,-3.52,98.28,-0.25,0.57
2020-11-20,21:28:46,18,1320,165,2,0,4.9665,0.948,24.22,1.78,-3.73,98.3,-0.25,0.59
